School,SchoolCategory,District,Year,mathNLImet,mathLImet,SchoolType,LowIncome,ELL,SpecialEd,Enrollment,NLIGradRate,LIGradRate
ENTERPRISE ELEMENTAR,Elem,FEDERAL WAY SD,2008,79.11,46.77,Public,31.54,12.45,14.94,241,,
ENTERPRISE ELEMENTAR,Elem,FEDERAL WAY SD,2010,79.41,56.04,Public,40.59,11.3,13.81,239,,
ENTERPRISE MIDDLE SC,Middle,RICHLAND SD,2010,60.2,23.65,Public,18.05,1.17,6.57,853,,
ENTERPRISE MIDDLE SC,Middle,RICHLAND SD,2009,67.32,37.25,Public,19.37,,7.92,821,,
ENTERPRISE MIDDLE SC,Middle,RICHLAND SD,2008,67.53,35.56,Public,17.3,,9.6,792,,
ENTIAT JUNIOR SENIOR,Comprehensive,ENTIAT SD,2008,40,39.39,Public,45.45,,,77,86.67,
ENTIAT JUNIOR SENIOR,Comprehensive,ENTIAT SD,2010,44,35.9,Public,49.5,,16.83,101,100,
ENTIAT JUNIOR SENIOR,Comprehensive,ENTIAT SD,2009,44.19,31.25,Public,53.76,,13.98,93,91.3,
ENUMCLAW MIDDLE SCHO,Middle,ENUMCLAW SD,2008,56.53,35.94,Public,24.39,1.88,10.69,533,,
ENUMCLAW MIDDLE SCHO,Middle,ENUMCLAW SD,2009,56.54,40,Public,26.39,2.51,9.34,557,,
ENUMCLAW MIDDLE SCHO,Middle,ENUMCLAW SD,2010,77.5,55,Public,32.16,2.96,9.61,541,,
ENUMCLAW SR HIGH SCH,High,ENUMCLAW SD,2010,35.74,31.17,Public,26.74,,11.14,359,86.61,62.93
ENUMCLAW SR HIGH SCH,High,ENUMCLAW SD,2008,50.84,30.77,Public,16.71,,9.14,383,89.7,76.13
ENUMCLAW SR HIGH SCH,High,ENUMCLAW SD,2009,51.31,38.57,Public,22.38,,7.37,353,84.24,60.72
ENVIRONMENTAL & ADVE,Middle,LAKE WASHINGTON SD,2010,80.73,,Alternative,,0,,110,,
ENVIRONMENTAL & ADVE,Middle,LAKE WASHINGTON SD,2009,89.81,,Alternative,,,,108,,
ENVIRONMENTAL & ADVE,Middle,LAKE WASHINGTON SD,2008,91.35,,Alternative,,,,106,,
EPHRATA HIGH SCHOOL,High,EPHRATA SD,2010,52.43,28.57,Public,40.22,,16.2,179,95.14,84.37
EPHRATA HIGH SCHOOL,High,EPHRATA SD,2009,56.99,37.31,Public,43.79,,15.98,169,,94.65
EPHRATA HIGH SCHOOL,High,EPHRATA SD,2008,58.65,39.24,Public,44.44,7.41,10.05,189,99.07,95.11
EPHRATA MIDDLE SCHOO,Middle,EPHRATA SD,2009,62.23,30.6,Public,50.91,4.44,10.18,383,,
EPHRATA MIDDLE SCHOO,Middle,EPHRATA SD,2008,66.32,31.98,Public,47.71,3.23,12.94,371,,
EPHRATA MIDDLE SCHOO,Middle,EPHRATA SD,2010,72.93,52.1,Public,50.14,5.42,9.21,369,,
ERAC SPECIAL EDUCATI,Comprehensive,HIGHLINE SD,2008,,,Alternative,,,,4,,
ERAC SPECIAL EDUCATI,Comprehensive,HIGHLINE SD,2009,0,0,Alternative,,,,,,
ESQUIRE HILLS ELEMEN,Elem,CENTRAL KITSAP SD,2008,64.97,44.95,Public,38.54,,19.44,288,,
ESQUIRE HILLS ELEMEN,Elem,CENTRAL KITSAP SD,2010,71.24,59,Public,39.22,,21.57,255,,
ESQUIRE HILLS ELEMEN,Elem,CENTRAL KITSAP SD,2009,74.21,50.93,Public,40.74,5.93,18.89,270,,
EVALINE ELEMENTARY S,Elem,EVALINE SD,2009,61.11,,Public,0,0,,18,,
EVALINE ELEMENTARY S,Elem,EVALINE SD,2010,68.18,,Public,0,0,,22,,
EVALINE ELEMENTARY S,Elem,EVALINE SD,2008,76.92,,Public,0,0,,26,,
EVERETT CC HIGH SCHO,,EVERETT CC,2009,,,Alternative,,,,,,
EVERETT CC HIGH SCHO,High,EVERETT CC,2010,,,Alternative,0,0,0,,,
EVERETT HIGH SCHOOL,High,EVERETT SD,2010,49.28,30.47,Public,40.11,4.95,8.79,364,90.69,91.66
EVERETT HIGH SCHOOL,High,EVERETT SD,2009,56.36,33.62,Public,39.59,7.11,9.39,394,80.06,68.94
EVERETT HIGH SCHOOL,High,EVERETT SD,2008,59.59,34.19,Public,37.14,8.01,9.71,412,86.3,78.16
EVERGREEN ELEMENTARY,Elem,BETHEL SD,2008,55.3,42.06,Public,63.02,16.15,11.98,384,,
EVERGREEN ELEMENTARY,Elem,BETHEL SD,2010,56.49,49.48,Public,61.49,9.77,10.92,348,,
EVERGREEN ELEMENTARY,Elem,BETHEL SD,2009,61.24,40.43,Public,65.9,16.92,11.54,390,,
EVERGREEN ELEMENTARY,Elem,CLOVER PARK SD,2010,47.3,42.46,Public,70.72,,20.91,263,,
EVERGREEN ELEMENTARY,Elem,CLOVER PARK SD,2009,55.26,54.22,Public,68.83,,19.84,247,,
EVERGREEN ELEMENTARY,Elem,CLOVER PARK SD,2008,60.24,41.96,Public,62.76,,15.9,239,,
EVERGREEN ELEMENTARY,Elem,EDMONDS SD,2009,49.49,35.71,Public,37.34,7.59,11.39,158,,
EVERGREEN ELEMENTARY,Elem,EDMONDS SD,2008,55.56,33.33,Public,44.17,11.66,11.66,163,,
EVERGREEN ELEMENTARY,Elem,MEAD SD,2008,67.88,52.99,Public,41.74,,13.21,333,,
EVERGREEN ELEMENTARY,Elem,MEAD SD,2010,69.86,48.59,Public,39.78,,14.99,367,,
EVERGREEN ELEMENTARY,Elem,MEAD SD,2009,70.67,54.48,Public,41.34,,11.45,358,,
EVERGREEN ELEMENTARY,Elem,PENINSULA SD,2010,53.19,53.57,Public,64.71,,23.53,136,,
EVERGREEN ELEMENTARY,Elem,PENINSULA SD,2009,63.79,59.52,Public,59.15,0,16.2,142,,
EVERGREEN ELEMENTARY,Elem,PENINSULA SD,2008,65.28,46.48,Public,50,,18.06,144,,
EVERGREEN ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2010,55.83,32.92,Public,57.75,6.69,17.25,284,,
EVERGREEN ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2009,63.77,43.59,Public,54,9.33,12,300,,
EVERGREEN ELEMENTARY,Elem,SEDRO-WOOLLEY SD,2008,69.94,40.43,Public,44.97,10.06,12.26,318,,
EVERGREEN ELEMENTARY,Elem,SHELTON SD,2009,46.67,35.06,Public,84.1,34.36,21.03,195,,
EVERGREEN ELEMENTARY,Elem,SHELTON SD,2008,47.92,41.67,Public,77.52,33.03,16.06,218,,
EVERGREEN ELEMENTARY,Elem,SHELTON SD,2010,57.89,23.43,Public,82.43,30.18,19.82,222,,
EVERGREEN FOREST ELE,Elem,NORTH THURSTON PS,2010,73.08,54.29,Public,36.64,,10.27,292,,
EVERGREEN FOREST ELE,Elem,NORTH THURSTON PS,2009,81.25,59.55,Public,31.01,,8.71,287,,
EVERGREEN FOREST ELE,Elem,NORTH THURSTON PS,2008,84.62,60.83,Public,43.48,,9.42,276,,
EVERGREEN HEIGHTS EL,Elem,AUBURN SD,2009,59.26,40.96,Public,53.63,15.08,10.06,179,,
EVERGREEN HEIGHTS EL,Elem,AUBURN SD,2010,70.15,61.47,Public,63.39,17.49,12.02,183,,
EVERGREEN HEIGHTS EL,Elem,AUBURN SD,2008,77.08,46.43,Public,51.01,17.68,15.15,198,,
EVERGREEN HIGH SCHOO,High,EVERGREEN (CLARK)SD,2010,47.64,28.57,Public,46.15,3.52,11.43,455,88.93,72.65
EVERGREEN HIGH SCHOO,High,EVERGREEN (CLARK)SD,2008,51.6,34.78,Public,39.67,8.18,12.47,489,78.86,70.17
EVERGREEN HIGH SCHOO,High,EVERGREEN (CLARK)SD,2009,52.43,26.62,Public,38.46,3.96,11.65,455,77.15,75.02
EVERGREEN JUNIOR HIG,Middle,LAKE WASHINGTON SD,2009,81.32,53.23,Public,13.03,0,11.2,491,,
EVERGREEN JUNIOR HIG,Middle,LAKE WASHINGTON SD,2010,81.46,42.86,Public,15.61,,15.42,506,,
EVERGREEN JUNIOR HIG,Middle,LAKE WASHINGTON SD,2008,84.88,38.46,Public,10.68,0,7.8,487,,
EVERGREEN MIDDLE SCH,Middle,CENTRAL VALLEY SD,2009,64.01,47.47,Public,27.85,,7.79,578,,
EVERGREEN MIDDLE SCH,Middle,CENTRAL VALLEY SD,2008,66.83,45.32,Public,25.26,,7.67,574,,
EVERGREEN MIDDLE SCH,Middle,CENTRAL VALLEY SD,2010,67.52,46.45,Public,31.95,,8.29,579,,
EVERGREEN MIDDLE SCH,Middle,EVERETT SD,2008,56.03,34.64,Public,45.01,4.99,10.72,942,,
EVERGREEN MIDDLE SCH,Middle,EVERETT SD,2009,61.67,47.02,Public,48.32,6.04,11.98,1043,,
EVERGREEN MIDDLE SCH,Middle,EVERETT SD,2010,73.92,59.12,Public,48.04,7.07,13.37,1047,,
EVERGREEN PRIMARY,Elem,UNIVERSITY PL SD,2010,79.49,49.35,Public,39.8,,13.78,196,,
EVERGREEN PRIMARY,Elem,UNIVERSITY PL SD,2009,80.51,52.17,Public,38.54,,13.54,192,,
EVERGREEN PRIMARY,Elem,UNIVERSITY PL SD,2008,86.55,67.11,Public,40.5,,13,200,,
EVERGREEN SCHOOL,Elem,EVERGREEN (STEV)SD,2008,,,Public,,0,0,6,,
EVERGREEN SCHOOL,Elem,EVERGREEN (STEV)SD,2009,0,0,Public,,0,,,,
EVERGREEN SCHOOL,Elem,EVERGREEN (STEV)SD,2010,0,0,Public,0,0,0,,,
EVERSON ELEMENTARY,Elem,NOOKSACK SD,2009,78.43,45.71,Public,59.52,17.46,26.98,126,,
EVERSON ELEMENTARY,Elem,NOOKSACK SD,2008,79.17,46.97,Public,60.33,21.49,15.7,121,,
EVERSON ELEMENTARY,Elem,NOOKSACK SD,2010,82.69,48.39,Public,58.78,19.85,22.14,131,,
EXCELSIOR HIGH SCHOO,High,WASHOUGAL SD,2008,,,Alternative,,,,8,28.83,10.26
EXCELSIOR HIGH SCHOO,High,WASHOUGAL SD,2010,0,0,Alternative,,0,,,37.86,
EXCELSIOR HIGH SCHOO,High,WASHOUGAL SD,2009,9.09,,Alternative,,,,18,30.77,28.72
EXCELSIOR YOUTH CENT,Comprehensive,SPOKANE SD,2008,0,,Alternative,,,,32,,
EXCELSIOR YOUTH CENT,Comprehensive,SPOKANE SD,2009,13.64,,Alternative,,,,29,7.71,
EXPLORER ACADEMY,Comprehensive,SOUTH KITSAP SD,2010,22.58,10.53,Alternative,23.53,0,,85,78.95,
EXPLORER ACADEMY,Comprehensive,SOUTH KITSAP SD,2008,29.63,,Alternative,,,,94,72.73,
EXPLORER ACADEMY,Comprehensive,SOUTH KITSAP SD,2009,32.5,,Alternative,,,,91,39.68,
EXPLORER COMMUNITY S,Elem,LAKE WASHINGTON SD,2008,67.39,,Alternative,,,,47,,
EXPLORER COMMUNITY S,Elem,LAKE WASHINGTON SD,2010,68.09,,Alternative,,0,,50,,
EXPLORER COMMUNITY S,Elem,LAKE WASHINGTON SD,2009,93.48,,Alternative,,,,47,,
EXPLORER MIDDLE SCHO,Middle,MUKILTEO SD,2008,69.89,32.81,Public,57.24,12.98,9.85,863,,
EXPLORER MIDDLE SCHO,Middle,MUKILTEO SD,2010,73.01,38.66,Public,58.89,15.84,14.03,827,,
EXPLORER MIDDLE SCHO,Middle,MUKILTEO SD,2009,76.19,32.74,Public,59.38,12.38,11.78,832,,
FAIRHAVEN MIDDLE SCH,Middle,BELLINGHAM SD,2010,79.49,46.1,Public,29.24,,10.47,554,,
FAIRHAVEN MIDDLE SCH,Middle,BELLINGHAM SD,2009,80.31,48.44,Public,25.43,,10.33,523,,
FAIRHAVEN MIDDLE SCH,Middle,BELLINGHAM SD,2008,80.94,40.8,Public,25.05,,9.71,515,,
FAIRMOUNT ELEMENTARY,Elem,MUKILTEO SD,2008,66.09,51.92,Public,65.2,19.59,24.56,342,,
FAIRMOUNT ELEMENTARY,Elem,MUKILTEO SD,2009,69.91,60.33,Public,62.3,18.53,23.64,313,,
FAIRMOUNT ELEMENTARY,Elem,MUKILTEO SD,2010,72.64,61.96,Public,61.94,18.69,24.57,289,,
FAIRVIEW JUNIOR HIGH,Middle,CENTRAL KITSAP SD,2009,52.42,40,Public,39.58,4.95,13.28,384,,
FAIRVIEW JUNIOR HIGH,Middle,CENTRAL KITSAP SD,2008,58.51,43.59,Public,32.68,,13.41,358,,
FAIRVIEW JUNIOR HIGH,Middle,CENTRAL KITSAP SD,2010,60.92,44.39,Public,42.42,3.03,16.67,462,,
FAIRWOOD ELEMENTARY,Elem,KENT SD,2009,68.67,44.74,Public,36.55,6.3,13.87,238,,
FAIRWOOD ELEMENTARY,Elem,KENT SD,2008,68.94,49.3,Public,32.78,5.39,13.69,241,,
FAIRWOOD ELEMENTARY,Elem,KENT SD,2010,72.3,41.18,Public,37.08,,15.42,240,,
FALL CITY ELEMENTARY,Elem,SNOQUALMIE VLY SD,2010,83.17,62.86,Public,10.37,,12.1,347,,
FALL CITY ELEMENTARY,Elem,SNOQUALMIE VLY SD,2009,87.1,46.67,Public,10.06,,14.08,348,,
FALL CITY ELEMENTARY,Elem,SNOQUALMIE VLY SD,2008,88.27,52.63,Public,6.33,,15.06,332,,
FAMILY LEARNING CENT,Comprehensive,LAKE WASHINGTON SD,2008,30.1,,Alternative,,,,109,84.21,
FAMILY LEARNING CENT,Comprehensive,LAKE WASHINGTON SD,2009,33.33,,Alternative,,,,97,90,
FAMILY LEARNING CENT,Comprehensive,LAKE WASHINGTON SD,2010,35.29,,Alternative,,0,8.06,124,88,
FAMILY LINK,Comprehensive,VASHON ISLAND SD,2009,,,Alternative,,,,11,,
FAMILY LINK,Comprehensive,VASHON ISLAND SD,2010,12.5,,Alternative,,0,0,48,,
FAMILY LINK,Comprehensive,VASHON ISLAND SD,2008,60,,Alternative,,,,14,,
FARWELL ELEMENTARY S,Elem,MEAD SD,2010,74.19,51.49,Public,27.08,,14.06,384,,
FARWELL ELEMENTARY S,Elem,MEAD SD,2009,79.17,51.61,Public,17.85,,13.88,353,,
FARWELL ELEMENTARY S,Elem,MEAD SD,2008,79.79,67.27,Public,16.28,,11.34,344,,
FAWCETT,Elem,TACOMA SD,2010,58.73,58.14,Public,68.47,6.9,22.17,203,,
FAWCETT,Elem,TACOMA SD,2008,65.62,50.35,Public,69.67,7.58,18.96,211,,
FAWCETT,Elem,TACOMA SD,2009,70.97,52.52,Public,69.71,7.21,21.15,208,,
FEDERAL WAY HIGH SCH,High,FEDERAL WAY SD,2010,43.6,26.56,Public,51.76,8.79,10.8,398,78.78,98.71
FEDERAL WAY HIGH SCH,High,FEDERAL WAY SD,2009,50.8,29.25,Public,47.83,7.61,12.77,368,77.23,75.12
FEDERAL WAY HIGH SCH,High,FEDERAL WAY SD,2008,57.39,38.24,Public,46.39,8.89,12.78,360,76.9,83.8
FEDERAL WAY PUBLIC A,Middle,FEDERAL WAY SD,2010,90.53,87.04,Public,21.43,0,,252,,
FEDERAL WAY PUBLIC A,Middle,FEDERAL WAY SD,2008,91.51,87.5,Public,13.06,0,,245,,
FEDERAL WAY PUBLIC A,Middle,FEDERAL WAY SD,2009,93.23,76.92,Public,21.31,0,,244,,
FELIDA ELEMENTARY SC,Elem,VANCOUVER SD,2008,78.32,55,Public,12.43,,6.5,354,,
FELIDA ELEMENTARY SC,Elem,VANCOUVER SD,2010,78.88,55.32,Public,13.21,,5.93,371,,
FELIDA ELEMENTARY SC,Elem,VANCOUVER SD,2009,79.68,66.67,Public,13.81,,6.08,362,,
FERN HILL,Elem,TACOMA SD,2009,54.76,44.26,Public,75.44,12.28,8.77,171,,
FERN HILL,Elem,TACOMA SD,2008,62.79,50.48,Public,72.15,17.72,10.76,158,,
FERN HILL,Elem,TACOMA SD,2010,65.22,57.27,Public,72.19,13.02,8.28,169,,
FERNDALE HIGH SCHOOL,High,FERNDALE SD,2009,55.06,48.63,Public,35.98,,13.55,428,85.8,67.66
FERNDALE HIGH SCHOOL,High,FERNDALE SD,2010,56.25,34.03,Public,39.63,,12.6,381,83.3,74.5
FERNDALE HIGH SCHOOL,High,FERNDALE SD,2008,66.93,51.45,Public,35.54,,8.33,408,78.22,80.1
FERNDALE SPECIAL SER,Comprehensive,FERNDALE SD,2009,,,Public,0,0,0,,,
FERNDALE SPECIAL SER,Comprehensive,FERNDALE SD,2010,0,0,Public,,0,,,,
FERNWOOD ELEMENTARY,Elem,NORTHSHORE SD,2009,78.06,68.18,Public,14.68,3.06,14.37,327,,
FERNWOOD ELEMENTARY,Elem,NORTHSHORE SD,2010,79.66,58.54,Public,13.82,3.24,17.94,340,,
FERNWOOD ELEMENTARY,Elem,NORTHSHORE SD,2008,83.93,51.52,Public,10.48,,14.6,315,,
FERRIS HIGH SCHOOL,High,SPOKANE SD,2009,58.9,33.86,Public,32.81,5.62,9.21,445,80.24,56.84
FERRIS HIGH SCHOOL,High,SPOKANE SD,2008,61.13,33.33,Public,31.92,2.82,6.34,426,82.12,58.49
FERRIS HIGH SCHOOL,High,SPOKANE SD,2010,65.68,36.51,Public,35.34,4.45,10.21,382,85.1,78.37
FERRUCCI JR HIGH,Middle,PUYALLUP SD,2009,63.47,40.28,Public,27.31,0,10.73,531,,
FERRUCCI JR HIGH,Middle,PUYALLUP SD,2008,64.14,37.11,Public,26.68,0,11.74,596,,
FERRUCCI JR HIGH,Middle,PUYALLUP SD,2010,69.83,49.38,Public,31.24,,9.9,525,,
FIDALGO ELEMENTARY,Elem,ANACORTES SD,2008,84,72.86,Public,24.24,,8.75,297,,
FIDALGO ELEMENTARY,Elem,ANACORTES SD,2010,84.97,62.64,Public,37.8,,12.6,246,,
FIDALGO ELEMENTARY,Elem,ANACORTES SD,2009,88.83,63.16,Public,30.08,,8.59,256,,
FIFE HIGH SCHOOL,High,FIFE SD,2008,49.55,40,Public,20.81,3.36,6.71,298,97.23,82.22
FIFE HIGH SCHOOL,High,FIFE SD,2009,55.19,33.33,Public,36.51,5.92,7.89,304,92.07,74.12
FIFE HIGH SCHOOL,High,FIFE SD,2010,60.92,30.85,Public,36.71,5.94,8.04,286,92.82,91.17
FINCH ELEMENTARY,Elem,SPOKANE SD,2010,69.57,51.32,Public,53.39,,14.97,354,,
FINCH ELEMENTARY,Elem,SPOKANE SD,2009,76.28,57.63,Public,53.71,,15.73,337,,
FINCH ELEMENTARY,Elem,SPOKANE SD,2008,78.57,60.26,Public,50.63,,15.51,316,,
FINLEY ELEMENTARY,Elem,FINLEY SD,2010,38.78,42.95,Public,77,14.08,15.02,213,,
FINLEY ELEMENTARY,Elem,FINLEY SD,2009,54.55,55.22,Public,74.66,14.03,13.57,221,,
FINLEY ELEMENTARY,Elem,FINLEY SD,2008,59.02,62.81,Public,69.61,12.75,11.27,204,,
FINLEY MIDDLE SCHOOL,Middle,FINLEY SD,2009,35.37,26.05,Public,63.44,8.81,11.01,227,,
FINLEY MIDDLE SCHOOL,Middle,FINLEY SD,2010,42.47,36.17,Public,67.11,10.53,11.4,228,,
FINLEY MIDDLE SCHOOL,Middle,FINLEY SD,2008,45,28.57,Public,56.33,4.37,9.17,229,,
FINN HILL JUNIOR HIG,Middle,LAKE WASHINGTON SD,2008,69.29,31.71,Public,14.54,0,15.6,282,,
FINN HILL JUNIOR HIG,Middle,LAKE WASHINGTON SD,2010,72.09,41.67,Public,21.82,0,17.82,275,,
FINN HILL JUNIOR HIG,Middle,LAKE WASHINGTON SD,2009,72.69,54.24,Public,20.63,0,15.03,286,,
FIR GROVE CHILDRENS,Comprehensive,VANCOUVER SD,2010,,3.33,Alternative,75,0,97.5,40,,
FIR GROVE CHILDRENS,Comprehensive,VANCOUVER SD,2009,0,6.9,Alternative,,,,48,,
FIR GROVE CHILDRENS,Comprehensive,VANCOUVER SD,2008,18.18,10.71,Alternative,,,,41,,
FIRCREST ELEMENTARY,Elem,EVERGREEN (CLARK)SD,2008,57.69,57.83,Public,49.3,14.55,12.21,213,,
FIRCREST ELEMENTARY,Elem,EVERGREEN (CLARK)SD,2010,61.6,47.32,Public,49.8,9.8,18.43,255,,
FIRCREST ELEMENTARY,Elem,EVERGREEN (CLARK)SD,2009,69.63,54.55,Public,40,10,13.04,230,,
FIRCREST RESIDENTIAL,High,SHORELINE SD,2008,,,Alternative,,,,4,,
FIRCREST RESIDENTIAL,High,SHORELINE SD,2009,0,0,Alternative,,,,,,
FIRCREST RESIDENTIAL,High,SHORELINE SD,2010,0,0,Alternative,,0,,,,
FIRGROVE ELEMENTARY,Elem,PUYALLUP SD,2009,57.26,39.38,Public,42.69,7.42,15.55,431,,
FIRGROVE ELEMENTARY,Elem,PUYALLUP SD,2008,59.68,42.76,Public,39.15,8.02,15.8,424,,
FIRGROVE ELEMENTARY,Elem,PUYALLUP SD,2010,67.69,46.74,Public,50.25,9.3,17.59,398,,
FIRST CREEK MIDDLE S,Middle,TACOMA SD,2010,22.12,17.91,Public,84.48,14.3,13.82,825,,
FIRWOOD,Comprehensive,CLOVER PARK SD,2009,0,,Alternative,,,,44,,
FIRWOOD,Comprehensive,CLOVER PARK SD,2008,8.57,,Alternative,,,,50,15.79,
FIRWOOD,Comprehensive,CLOVER PARK SD,2010,9.38,,Alternative,23.26,0,76.74,43,,
FISHER ELEMENTARY SC,Elem,LYNDEN SD,2010,76.14,54.21,Public,56.59,12.68,12.2,205,,
FISHER ELEMENTARY SC,Elem,LYNDEN SD,2008,78.89,60.44,Public,51.08,13.44,9.68,186,,
FISHER ELEMENTARY SC,Elem,LYNDEN SD,2009,83.33,57.78,Public,53.76,9.83,9.25,173,,
FISHERS LANDING ELEM,Elem,EVERGREEN (CLARK)SD,2010,85.47,72.73,Public,18.97,3.25,14.63,369,,
FISHERS LANDING ELEM,Elem,EVERGREEN (CLARK)SD,2009,89.53,85.42,Public,16.76,3.82,12.65,340,,
FISHERS LANDING ELEM,Elem,EVERGREEN (CLARK)SD,2008,89.66,80.49,Public,13.61,,11.24,338,,
FOOTHILLS ELEMENTARY,Elem,WHITE RIVER SD,2008,75.92,67.11,Public,28.89,,14.44,270,,
FOOTHILLS ELEMENTARY,Elem,WHITE RIVER SD,2010,83.82,71.74,Public,34.72,,14.34,265,,
FOOTHILLS ELEMENTARY,Elem,WHITE RIVER SD,2009,85.53,66.3,Public,36.9,,13.89,252,,
FOOTHILLS MIDDLE SCH,Middle,WENATCHEE SD,2010,66.76,36.09,Public,42.53,9.52,7.72,609,,
FOOTHILLS MIDDLE SCH,Middle,WENATCHEE SD,2009,68.11,34.05,Public,43.28,9.77,6.63,573,,
FOOTHILLS MIDDLE SCH,Middle,WENATCHEE SD,2008,68.66,27.67,Public,38.65,9.53,6.59,577,,
FORDS PRAIRIE ELEMEN,Elem,CENTRALIA SD,2008,74.19,68.35,Public,72.41,,22.41,116,,
FORDS PRAIRIE ELEMEN,Elem,CENTRALIA SD,2010,75.51,57.97,Public,55.4,7.19,20.14,139,,
FORDS PRAIRIE ELEMEN,Elem,CENTRALIA SD,2009,85.71,78.79,Public,61.95,8.85,12.39,113,,
FOREST VIEW ELEMENTA,Elem,EVERETT SD,2009,76.67,61.9,Public,12.56,,13.53,207,,
FOREST VIEW ELEMENTA,Elem,EVERETT SD,2010,79.26,69.23,Public,11.74,,14.98,247,,
FOREST VIEW ELEMENTA,Elem,EVERETT SD,2008,80.27,81.82,Public,9.09,,11.52,165,,
FORKS ALTERNATIVE SC,High,QUILLAYUTE VLY SD,2008,,,Alternative,,,,7,22.22,15.28
FORKS ALTERNATIVE SC,High,QUILLAYUTE VLY SD,2009,0,0,Alternative,,,,,,
FORKS ALTERNATIVE SC,High,QUILLAYUTE VLY SD,2010,0,0,Alternative,,0,0,,,
FORKS ELEMENTARY SCH,Elem,QUILLAYUTE VLY SD,2009,58.97,40.12,Public,68.42,15.38,16.19,247,,
FORKS ELEMENTARY SCH,Elem,QUILLAYUTE VLY SD,2008,60.98,36.67,Public,69.4,11.19,14.18,268,,
FORKS ELEMENTARY SCH,Elem,QUILLAYUTE VLY SD,2010,63.64,39.1,Public,70.45,11.36,19.32,264,,
FORKS HIGH SCHOOL,High,QUILLAYUTE VLY SD,2009,43.14,23.68,Public,43.75,,,96,85.03,83.48
FORKS HIGH SCHOOL,High,QUILLAYUTE VLY SD,2010,43.75,41.38,Public,49.21,,,63,43.42,13.62
FORKS HIGH SCHOOL,High,QUILLAYUTE VLY SD,2008,55.81,19.51,Public,51.69,,,89,88.21,76.75
FORKS MIDDLE SCHOOL,Middle,QUILLAYUTE VLY SD,2008,51.92,20.61,Public,57.66,10.08,13.31,248,,
FORKS MIDDLE SCHOOL,Middle,QUILLAYUTE VLY SD,2010,52.69,32.14,Public,63.1,7.94,15.48,252,,
FORKS MIDDLE SCHOOL,Middle,QUILLAYUTE VLY SD,2009,57.58,23.27,Public,62.36,5.7,12.55,263,,
FORT COLVILLE ELEMEN,Elem,COLVILLE SD,2010,58.52,40.89,Public,58.66,,15.47,433,,
FORT COLVILLE ELEMEN,Elem,COLVILLE SD,2008,67.84,58.25,Public,47.27,,14.32,440,,
FORT COLVILLE ELEMEN,Elem,COLVILLE SD,2009,68.02,58.88,Public,52.26,,16.63,421,,
FORT STEVENS ELEMENT,Elem,YELM SD,2008,61.14,49.26,Public,44.97,,13.52,318,,
FORT STEVENS ELEMENT,Elem,YELM SD,2010,64.03,46.76,Public,51.23,,15.79,285,,
FORT STEVENS ELEMENT,Elem,YELM SD,2009,70.67,55.64,Public,47.57,,14.24,288,,
FORT VANCOUVER HIGH,High,VANCOUVER SD,2009,30.43,24.62,Public,71.07,16.01,14.61,356,73.05,69.27
FORT VANCOUVER HIGH,High,VANCOUVER SD,2010,33.33,24.86,Public,69.21,12.61,14.37,341,76.09,55.97
FORT VANCOUVER HIGH,High,VANCOUVER SD,2008,41.94,26.63,Public,62.43,16.22,12.97,370,82.1,62.33
FOSS,High,TACOMA SD,2009,31.91,25,Public,65.92,,20.9,311,81.07,88.17
FOSS,High,TACOMA SD,2010,38.27,22.92,Public,64.23,3.85,17.69,260,82.52,86.49
FOSS,High,TACOMA SD,2008,38.84,20.59,Public,58.81,3.79,11.92,369,72.31,82.79
FOSTER SENIOR HIGH S,High,TUKWILA SD,2009,33.33,24.05,Public,67.67,37.93,5.6,232,79.36,97.51
FOSTER SENIOR HIGH S,High,TUKWILA SD,2010,38.71,19.3,Public,71.73,24.89,8.86,237,91.43,92.06
FOSTER SENIOR HIGH S,High,TUKWILA SD,2008,41.56,21.11,Public,60.75,24.3,7.94,214,81.02,85.08
FRANK BROUILLET ELEM,Elem,PUYALLUP SD,2010,65.41,47.17,Public,26.82,,17.29,399,,
FRANK BROUILLET ELEM,Elem,PUYALLUP SD,2008,65.7,62.03,Public,22.44,,13.02,361,,
FRANK BROUILLET ELEM,Elem,PUYALLUP SD,2009,66.55,53.25,Public,22.25,,14.29,364,,
FRANK LOVE ELEMENTAR,Elem,NORTHSHORE SD,2010,73.37,61.9,Public,27.24,,15.56,257,,
FRANK LOVE ELEMENTAR,Elem,NORTHSHORE SD,2008,74.05,51.02,Public,22.92,,10.42,240,,
FRANK LOVE ELEMENTAR,Elem,NORTHSHORE SD,2009,74.57,53.7,Public,23.91,,14.35,230,,
FRANK WAGNER ELEMENT,Elem,MONROE SD,2010,30.12,23.04,Public,73.1,24.05,20.57,316,,
FRANK WAGNER ELEMENT,Elem,MONROE SD,2009,47.71,31.35,Public,65.23,20.31,17.23,325,,
FRANK WAGNER ELEMENT,Elem,MONROE SD,2008,54.95,38.99,Public,49.59,22.49,16.53,369,,
FRANKLIN,Elem,TACOMA SD,2009,39.47,27.35,Public,75.64,,14.1,156,,
FRANKLIN,Elem,TACOMA SD,2010,42.5,47.19,Public,68.66,,13.43,134,,
