School,District,SchoolCategory,SchoolType,LowIncome,ELL,Enrollment,mathLImet
SAGE POINT ELEMENTAR,MOSES LAKE SD,Elem,Public,39.57,4.78,230,52.33
SAGHALIE MIDDLE SCHO,FEDERAL WAY SD,Middle,Public,59.05666667,10.02333333,564.6666667,35.00666667
SAINT HELENS ELEMENT,LONGVIEW SD,Elem,Public,88.91,10.21333333,157,42.81666667
SALNAVE ELEMENTARY,CHENEY SD,Elem,Public,52.06333333,0,144.6666667,58.13666667
SALTARS POINT ELEMEN,STEILACOOM HIST. SD,Elem,Public,23.86,2.21,373,41.79333333
SAMISH ELEMENTARY SC,SEDRO-WOOLLEY SD,Elem,Public,33.66333333,0,110,54.64333333
SAMMAMISH SENIOR HIG,BELLEVUE SD,High,Public,31.28666667,10.74666667,252,32.37
SAND HILL ELEMENTARY,NORTH MASON SD,Elem,Public,54.10333333,8.22,236.6666667,39.31666667
SANDBURG ELEMENTARY,LAKE WASHINGTON SD,Elem,Public,8.853333333,0,280.6666667,57.27666667
SANISLO ELEMENTARY S,SEATTLE PS,Elem,Public,50.77666667,14.93333333,152.6666667,42.93666667
SARAH J ANDERSON ELE,VANCOUVER SD,Elem,Public,46.67,15.50333333,370.6666667,36.89333333
SARTORI EDUCATION CE,RENTON SD,High,Alternative,60.61,0,25.66666667,13.16
SATUS ELEMENTARY,WAPATO SD,Elem,Public,90.43333333,22.71,280.3333333,37.84
SCENIC HILL ELEMENTA,KENT SD,Elem,Public,74.90333333,27.75,295,40.76
SCHMITZ PARK ELEMENT,SEATTLE PS,Elem,Public,11.36,0,164.3333333,82.36666667
SCHOOL FOR THE BLIND,OFF. OF THE GOVERNOR,Comprehensive,Public,34.595,0,36,4.165
SCHOOL FOR THE DEAF,OFF. OF THE GOVERNOR,Comprehensive,Public,55.39,0,51.5,4.84
SCHOOL FOR THE DEAF,SCH FOR DEAF,Comprehensive,Public,50,0,52,20
SCOOTNEY SPRINGS ELE,OTHELLO SD,Elem,Public,73.81,28.85666667,358.3333333,50.49
SCRIBER LAKE HIGH SC,EDMONDS SD,High,Alternative,51.11,0,45,16.27
SEAHURST ELEMENTARY,HIGHLINE SD,Elem,Public,67.18333333,26.75333333,272.3333333,32.99666667
SEALTH HIGH SCHOOL,SEATTLE PS,High,Public,60.765,18.675,212,29.77
SEAVIEW ELEMENTARY,EDMONDS SD,Elem,Public,18.88,5.895,250.3333333,54.37
SELAH INTERMEDIATE,SELAH SD,Middle,Public,41.23666667,4.736666667,766,36.25333333
SELKIRK ELEMENTARY,SELKIRK SD,Elem,Public,46.27666667,0,90,50.70333333
SEQUIM MIDDLE SCHOOL,SEQUIM SD,Middle,Public,39.15333333,1.46,670,31.74333333
SEQUIM SENIOR HIGH,SEQUIM SD,High,Public,32.80333333,0,240.6666667,29.09666667
SEQUOYAH MIDDLE SCHO,FEDERAL WAY SD,Middle,Public,44.81666667,5.133333333,647.6666667,43.00666667
SERENE LAKE ELEMENTA,MUKILTEO SD,Elem,Public,30.58333333,5.01,226.3333333,35.71666667
SETH WOODARD ELEMENT,WEST VLY (SPK)SD,Elem,Public,53.91333333,0,177,53.43666667
SEVEN OAKS ELEMENTAR,NORTH THURSTON PS,Elem,Public,43.18,3.495,377,45.84333333
SHADOW LAKE ELEMENTA,TAHOMA SD,Elem,Public,23.57333333,5.73,300.3333333,58.68333333
SHAHALA MIDDLE SCHOO,EVERGREEN (CLARK)SD,Middle,Public,24.51,1.89,1033.333333,49.27
SHARPSTEIN ELEMENTAR,WALLA WALLA SD,Elem,Public,62.29,22.21,229,41.66666667
SHAW MIDDLE SCHOOL,SPOKANE SD,Middle,Public,75.51666667,7.753333333,616.6666667,42.03666667
SHELTON HIGH SCHOOL,SHELTON SD,High,Public,41.79666667,2.545,393.3333333,23.41
SHELTON VIEW ELEMENT,NORTHSHORE SD,Elem,Public,14.26666667,4.315,233.3333333,61.38
SHERIDAN,TACOMA SD,Elem,Public,80.98666667,10.27333333,287,32.89333333
SHERIDAN ELEMENTARY,SPOKANE SD,Elem,Public,78.87333333,10.61333333,283,54.95666667
SHERMAN,TACOMA SD,Elem,Public,40.52,0,172.6666667,47.31
SHERWOOD ELEMENTARY,EDMONDS SD,Elem,Public,19.33333333,6.446666667,240,34.90666667
SHERWOOD FOREST ELEM,BELLEVUE SD,Elem,Public,52.39333333,20.94666667,168.6666667,62.57666667
SHERWOOD FOREST ELEM,FEDERAL WAY SD,Elem,Public,41.73666667,7.73,285,61.52333333
SHILOH HILLS ELEMENT,MEAD SD,Elem,Public,64.70333333,6.176666667,318,53.40333333
SHINING MOUNTAIN ELE,BETHEL SD,Elem,Public,48.13666667,0,356.6666667,40.09333333
SHORECREST HIGH SCHO,SHORELINE SD,High,Public,20.62,3.726666667,385,41.23333333
SHOREWOOD ELEMENTARY,HIGHLINE SD,Elem,Public,48.79333333,9.733333333,238.3333333,47.43666667
SHOREWOOD HIGH SCHOO,SHORELINE SD,High,Public,17.53666667,5.353333333,420.3333333,42.54666667
SHOULTES ELEMENTARY,MARYSVILLE SD,Elem,Public,45.54,9.233333333,213,39.25333333
SHOWALTER MIDDLE SCH,TUKWILA SD,Middle,Public,74.23333333,24.05666667,665,31.93666667
SHUKSAN MIDDLE SCHOO,BELLINGHAM SD,Middle,Public,56.30333333,9.413333333,583.6666667,30.62333333
SIERRA HEIGHTS ELEME,RENTON SD,Elem,Public,43.24333333,16.24666667,290.3333333,44.07
SIERRA VISTA MIDDLE,SUNNYSIDE SD,Middle,Public,88.72333333,18.1,654,34.11666667
SIFTON ELEMENTARY SC,EVERGREEN (CLARK)SD,Elem,Public,50.81666667,14.02666667,313,44.66
SILVER BEACH ELEMENT,BELLINGHAM SD,Elem,Public,18.77,0,220.3333333,52.93333333
SILVER FIRS ELEMENTA,EVERETT SD,Elem,Public,18.27333333,4.95,236.6666667,77.80666667
SILVER LAKE ELEMENTA,EVERETT SD,Elem,Public,47.38333333,7.483333333,249.3333333,58.70666667
SILVER LAKE ELEMENTA,FEDERAL WAY SD,Elem,Public,55.04,13.07333333,229.3333333,56.40333333
SILVER STAR ELEMENTA,EVERGREEN (CLARK)SD,Elem,Public,55.12666667,9.63,259.3333333,43.08333333
SILVERDALE ELEMENTAR,CENTRAL KITSAP SD,Elem,Public,21.17333333,4.26,306,54.03
SKAMANIA ELEMENTARY,SKAMANIA SD,Comprehensive,Public,53.45,0,41.66666667,52.32666667
SKYLINE,TACOMA SD,Elem,Public,56.39333333,16.93666667,155.6666667,67.62666667
SKYLINE ELEMENTARY,LAKE STEVENS SD,Elem,Public,40.8,5.106666667,267.6666667,63.06
SKYRIDGE MID SCHOOL,CAMAS SD,Middle,Public,17.47666667,1.41,703.3333333,59.09333333
SKYVIEW HIGH SCHOOL,VANCOUVER SD,High,Public,20.2,0,474.6666667,38.53
SKYVIEW JR HIGH,NORTHSHORE SD,Middle,Public,15.13333333,2.47,562.3333333,45.54666667
SMITH ELEMENTARY,LAKE WASHINGTON SD,Elem,Public,4.13,0,367.3333333,61.54
SMITH ELEMENTARY SCH,GRANDVIEW SD,Elem,Public,79.1,29.87333333,264.3333333,32.02666667
SNOQUALMIE ELEMENTAR,SNOQUALMIE VLY SD,Elem,Public,18.58333333,4.15,266,48.28666667
SOAP LAKE ELEMENTARY,SOAP LAKE SD,Elem,Public,93.07666667,22.48333333,107,45.67333333
SOAP LAKE MIDDLE & H,SOAP LAKE SD,Comprehensive,Public,90.4,15.94666667,133.3333333,24.25666667
SOMERSET ELEMENTARY,BELLEVUE SD,Elem,Public,6.343333333,5.88,336,83.74666667
SOOS CREEK ELEMENTAR,KENT SD,Elem,Public,39.00666667,10.24666667,238.6666667,47.74666667
SOUTH COLBY ELEMENTA,SOUTH KITSAP SD,Elem,Public,23.72666667,0,269.6666667,47.99
SOUTH KITSAP HIGH SC,SOUTH KITSAP SD,High,Public,28.53333333,0,803.6666667,34.10666667
SOUTH PINES ELEMENTA,CENTRAL VALLEY SD,Elem,Public,39.42,0,210,65.56
SOUTH RIDGE ELEMENTA,RIDGEFIELD SD,Elem,Public,26.93,4.24,325.3333333,55.97333333
SOUTH SHORE K-8 SCHO,SEATTLE PS,Elem,Public,63.91,5.33,338,42.65
SOUTH WHIDBEY HIGH S,SOUTH WHIDBEY SD,High,Public,15.36666667,0,146.6666667,37.54
SOUTHERN HEIGHTS ELE,HIGHLINE SD,Elem,Public,66.67,16.75666667,209,35.77333333
SOUTHGATE ELEMENTARY,CLOVER PARK SD,Elem,Public,89.96666667,37.07,198.6666667,43.82
SOUTHGATE ELEMENTARY,KENNEWICK SD,Elem,Public,25.18666667,3.61,310.3333333,56.1
SOUTHRIDGE HIGH SCHO,KENNEWICK SD,High,Public,30.2,3.965,362,37.38
SOUTHWORTH ELEMENTAR,YELM SD,Elem,Public,40.07,0,271.3333333,48.05
SPANAWAY ELEMENTARY,BETHEL SD,Elem,Public,54.31333333,0,250.6666667,36.37
SPANAWAY JUNIOR HIGH,BETHEL SD,Middle,Public,50.65666667,3.586666667,602.3333333,28.66666667
SPANAWAY LAKE HIGH S,BETHEL SD,High,Public,43.19,2.65,418,18.57666667
SPINNING ELEMENTARY,PUYALLUP SD,Elem,Public,49.28,5.52,197.3333333,44.96
SPIRITRIDGE ELEMENTA,BELLEVUE SD,Elem,Public,21.94333333,9.87,143.3333333,62.83666667
SPRINGBROOK ELEMENTA,KENT SD,Elem,Public,63.33333333,19.92666667,238,36.06
SPRINGDALE ELEMENTAR,MARY WALKER SD,Elem,Public,85.11,0,80.66666667,55.26333333
SPRINGDALE MIDDLE SC,MARY WALKER SD,Middle,Public,77.81,0,109.3333333,30.68333333
SPRUCE ELEMENTARY,EDMONDS SD,Elem,Public,46.97666667,18.82666667,254.6666667,47.48
SQUALICUM HIGH SCHOO,BELLINGHAM SD,High,Public,35.59666667,5.66,328.3333333,28.77666667
ST JOHN ELEMENTARY,ST. JOHN SD,Elem,Public,22.87333333,0,50.66666667,70.175
STANLEY,TACOMA SD,Elem,Public,82.95666667,6.616666667,171,45.80666667
STAR LAKE ELEMENTARY,FEDERAL WAY SD,Elem,Public,51.35333333,12.32,240.6666667,65.43666667
STATE STREET HIGH SC,SEDRO-WOOLLEY SD,Comprehensive,Alternative,35.48,0,80.33333333,8.13
STEILACOOM HIGH,STEILACOOM HIST. SD,High,Public,15.37666667,0,202.3333333,27.70666667
STERLING INTERMEDIAT,EASTMONT SD,Middle,Public,45.31,5.73,669.6666667,44.85666667
STEVENS ELEMENTARY,ABERDEEN SD,Elem,Public,82.5,10.42,240,55.9
STEVENS ELEMENTARY,SPOKANE SD,Elem,Public,87.93,7.866666667,260,60.83666667
STEVENS ELEMENTARY S,ABERDEEN SD,Elem,Public,77.82,10.995,241,50.89
STEVENS ELEMENTARY S,SEATTLE PS,Elem,Public,40.43666667,9.123333333,167.6666667,45.23666667
STEVENS MIDDLE SCHOO,PASCO SD,Middle,Public,90.1,41.69,859,18.99666667
STEVENSON ELEMENTARY,BELLEVUE SD,Elem,Public,30.03333333,14.44666667,345,55.76666667
STEVENSON HIGH SCHOO,STEVENSON SD,High,Public,42.825,0,95,27.105
STEWART,TACOMA SD,Middle,Public,71.63666667,1.96,531,25.22
STRATTON ELEMENTARY,NEWPORT SD,Elem,Public,65.16666667,0,160,58.15
SULTAN ELEMENTARY SC,SULTAN SD,Elem,Public,48.45666667,6.823333333,282.6666667,58.83333333
SULTAN MIDDLE SCHOOL,SULTAN SD,Middle,Public,42.66666667,2.723333333,490.6666667,31.00333333
SUMAS ELEMENTARY,NOOKSACK SD,Elem,Public,52.38666667,10.925,92.33333333,54.11666667
SUMMIT VALLEY SCHOOL,SUMMIT VALLEY SD,Comprehensive,Public,54.98333333,0,63.66666667,56.45333333
SUMMITVIEW ELEMENTAR,WEST VLY (YAK)SD,Elem,Public,41.28333333,0,150.6666667,61.83333333
SUMNER HIGH SCHOOL,SUMNER SD,High,Public,24.49333333,0,336.3333333,32.22666667
SUMNER MIDDLE SCHOOL,SUMNER SD,Middle,Public,32.02333333,2.623333333,712.6666667,31.03666667
SUNNYCREST ELEMENTAR,FEDERAL WAY SD,Elem,Public,69.18333333,25.01333333,205.3333333,56.96666667
SUNNYCREST ELEMENTAR,LAKE STEVENS SD,Elem,Public,22.64333333,3.565,336.3333333,54.27333333
SUNNYLAND ELEMENTARY,BELLINGHAM SD,Elem,Public,63.13333333,13.75666667,200.6666667,52.61333333
SUNNYSIDE ELEMENTARY,MARYSVILLE SD,Elem,Public,39.62,9.193333333,298.6666667,50.63666667
SUNNYSIDE ELEMENTARY,PULLMAN SD,Elem,Public,32.55666667,0,180.3333333,50.44
SUNNYSIDE HIGH SCHOO,SUNNYSIDE SD,High,Public,79.66666667,10.62333333,397,20.86666667
SUNRISE ELEMENTARY,CENTRAL VALLEY SD,Elem,Public,19.29666667,3.19,305.6666667,60.45
SUNRISE ELEMENTARY,PUYALLUP SD,Elem,Public,47.34,3.48,261.6666667,48.68666667
SUNRISE ELEMENTARY S,KENT SD,Elem,Public,27.49333333,11.06333333,344,53.96
SUNSET ELEMENTARY,ISSAQUAH SD,Elem,Public,7.06,4.523333333,286,60.95333333
SUNSET ELEMENTARY SC,EVERGREEN (CLARK)SD,Elem,Public,50.87333333,12.09666667,295.3333333,53.93666667
SURPRISE LAKE MIDDLE,FIFE SD,Middle,Public,40.43,6.636666667,518.3333333,34.36666667
SYLVESTER MIDDLE SCH,HIGHLINE SD,Middle,Public,48.80333333,11.84,786.6666667,34.64
TACOMA SCHOOL OF THE,TACOMA SD,High,Public,15.81,0,164.3333333,32.36333333
TAHOLAH ELEMENTARY &,TAHOLAH SD,Comprehensive,Public,80.35666667,0,93.66666667,54.36666667
TAHOMA MIDDLE SCHOOL,TAHOMA SD,Middle,Public,8.6,0,576.6666667,59.98666667
TALBOT HILL ELEMENTA,RENTON SD,Elem,Public,46.78,13.99666667,256.6666667,31.4
TECHNOLOGY ACCESS FO,FEDERAL WAY SD,Middle,Alternative,48.85,0,132,29.515
"TECHNOLOGY, ENGINEER",HIGHLINE SD,High,Public,59.75333333,16.25,81.66666667,26.26333333
TEKOA ELEMENTARY SCH,TEKOA SD,Elem,Public,52.14,0,57.33333333,66.17
TEN MILE CREEK ELEME,MERIDIAN SD,Elem,Public,42.07,7.586666667,214.6666667,51.58
TENINO HIGH SCHOOL,TENINO SD,High,Public,30.01,0,100,43.02666667
TERMINAL PARK ELEMEN,AUBURN SD,Elem,Public,60.78333333,11.74666667,239.3333333,53.81666667
TERRACE HEIGHTS ELEM,EAST VALLEY (YAK)SD,Elem,Public,41.57,0,148,62.27333333
TERRACE PARK SCHOOL,EDMONDS SD,Comprehensive,Public,32.72,6.246666667,222.3333333,41.92666667
THE NEW SCHOOL AT SO,SEATTLE PS,Elem,Public,47.8,6.62,185,55.585
THOMAS JEFFERSON HIG,FEDERAL WAY SD,High,Public,37.94333333,5.046666667,501.6666667,39.02666667
THOMPSON ELEMENTARY,GRANDVIEW SD,Elem,Public,80.35333333,38.12,236,35.05333333
THOREAU ELEMENTARY,LAKE WASHINGTON SD,Elem,Public,22.52333333,0,214,39.83
THORNDYKE ELEMENTARY,TUKWILA SD,Elem,Public,79.20333333,32.33333333,204.6666667,42.77333333
THORNTON CREEK ELEME,SEATTLE PS,Elem,Alternative,9.15,0,164,86.67
THORP ELEM & JR SR H,THORP SD,Comprehensive,Public,42.21333333,0,95.66666667,46.83
THREE SPRINGS HIGH S,CHENEY SD,High,Alternative,70.59,0,15.33333333,4.165
THUNDER MOUNTAIN MID,ENUMCLAW SD,Middle,Public,24.35333333,2.84,502,29.82333333
THURGOOD MARSHALL EL,SEATTLE PS,Elem,Public,73.1,35.18333333,186.6666667,40.84333333
THURGOOD MARSHALL MI,OLYMPIA SD,Middle,Public,31.62,3.003333333,410,42.22666667
TIETON INTERMEDIATE,HIGHLAND SD,Elem,Public,76.85666667,16.52666667,279.3333333,32.74666667
TIFFANY PARK ELEMENT,RENTON SD,Elem,Public,55.47,19.07,236.6666667,53.99
TILLICUM ELEMENTARY,CLOVER PARK SD,Elem,Public,91.77333333,12.9,134.3333333,39.82
TILLICUM MIDDLE SCHO,BELLEVUE SD,Middle,Public,21.88333333,7.846666667,672.3333333,49.08666667
TIMBERLINE HIGH SCHO,NORTH THURSTON PS,High,Public,33.52666667,0,384,29.65333333
TODD BEAMER HIGH SCH,FEDERAL WAY SD,High,Public,33.6,5.423333333,437,37.25
TOLEDO HIGH SCHOOL,TOLEDO SD,High,Public,40.08,0,83.33333333,29.92666667
TONASKET ELEMENTARY,TONASKET SD,Elem,Public,67.77333333,11.86666667,220.6666667,38.14333333
TOPPENISH HIGH SCHOO,TOPPENISH SD,High,Public,95.83333333,26.13333333,204,28.57333333
TOPPENISH MIDDLE SCH,TOPPENISH SD,Middle,Public,95.63,27.02333333,663.6666667,29.35
TOPS K-8 SCHOOL,SEATTLE PS,Comprehensive,Alternative,28.77,5.59,358,55.32
TOTEM MIDDLE SCHOOL,FEDERAL WAY SD,Middle,Public,58.82333333,11.32333333,627.6666667,31.72333333
TOTEM MIDDLE SCHOOL,MARYSVILLE SD,Middle,Public,45.88,3.61,652,19.44333333
TOUCHET ELEM & HIGH,TOUCHET SD,Comprehensive,Public,53.16,5.156666667,172.6666667,35.75
TOUTLE LAKE ELEMENTA,TOUTLE LAKE SD,Elem,Public,36.7,0,186.3333333,54.26
TOUTLE LAKE HIGH SCH,TOUTLE LAKE SD,Comprehensive,Public,37.81,0,162.3333333,27.37333333
TRENT ELEMENTARY,EAST VALLEY (SPK)SD,Elem,Public,83.21,4.945,237,48.56333333
TRENTWOOD ELEMENTARY,EAST VALLEY (SPK)SD,Elem,Public,54.44666667,7.216666667,156.6666667,53.36
TRUMAN,TACOMA SD,Middle,Public,46.94333333,5.933333333,645.6666667,33.55
TUKWILA ELEMENTARY,TUKWILA SD,Elem,Public,62.70333333,14.62,222.3333333,49.54666667
TUMWATER HIGH SCHOOL,TUMWATER SD,High,Public,24.58666667,0,284,26.47333333
TWAIN ELEMENTARY,LAKE WASHINGTON SD,Elem,Public,17.09333333,6.11,325.6666667,47.17666667
TWIN CITY ELEMENTARY,STANWOOD SD,Elem,Public,31.41333333,8.025,175.3333333,56.65333333
TWIN FALLS MIDDLE SC,SNOQUALMIE VLY SD,Middle,Public,13.39,0,553.5,43.87
TWIN LAKES ELEMENTAR,FEDERAL WAY SD,Elem,Public,38.5,6.74,183.3333333,59.26666667
TYEE MIDDLE SCHOOL,BELLEVUE SD,Middle,Public,11.69333333,0,803,56.32666667
TYEE PARK ELEMENTARY,CLOVER PARK SD,Elem,Public,87.25,25.25666667,174.6666667,30.09
UNION GAP SCHOOL,UNION GAP SD,Comprehensive,Public,79.45666667,12.07666667,413.3333333,32.64
UNION HIGH SCHOOL,EVERGREEN (CLARK)SD,High,Public,22.68666667,3.32,457.6666667,37.81666667
UNION RIDGE ELEMENTA,RIDGEFIELD SD,Elem,Public,30.24666667,3.46,366,53.16333333
UNIVERSITY HIGH SCHO,CENTRAL VALLEY SD,High,Public,32.48333333,0,431.6666667,38.41
UTSALADY ELEMENTARY,STANWOOD SD,Elem,Public,23.78333333,0,236.3333333,53.59666667
VALE ELEMENTARY SCHO,CASHMERE SD,Elem,Public,52.27,13.80333333,220.3333333,44.87333333
VALHALLA ELEMENTARY,FEDERAL WAY SD,Elem,Public,63.82333333,16.99,269,62.25666667
VALLEY SCHOOL,VALLEY SD,Comprehensive,Public,67.50333333,0,154,41.39333333
VALLEY VIEW ELEMENTA,ELLENSBURG SD,Elem,Public,38.28333333,8.135,237,43.53333333
VALLEY VIEW ELEMENTA,TOPPENISH SD,Elem,Public,99.82666667,51.68,193.6666667,22.99
VALLEY VIEW MIDDLE S,SNOHOMISH SD,Middle,Public,11.91333333,1.58,760.3333333,48.75
VAN ASSELT ELEMENTAR,SEATTLE PS,Elem,Public,83.41,29.94333333,250.6666667,53.88
VAUGHN ELEMENTARY SC,PENINSULA SD,Elem,Public,41.12333333,0,220,48.60666667
VIEW RIDGE ELEMENTAR,EVERETT SD,Elem,Public,31.68666667,5.446666667,300.6666667,61.88
VIEW RIDGE ELEMENTAR,SEATTLE PS,Elem,Public,4.9,0,205.3333333,50
VINLAND ELEMENTARY,NORTH KITSAP SD,Elem,Public,24.4,4.98,233.6666667,64.93333333
VIRGIE ROBINSON ELEM,PASCO SD,Elem,Public,97.50333333,73.37333333,335,17.65
VISTA MIDDLE SCHOOL,FERNDALE SD,Middle,Public,42.44666667,3.13,381,40.32
VOSSBECK ELEMENTARY,LYNDEN SD,Elem,Public,39.96666667,11.55,211,54.01666667
VOYAGER ELEMENTARY,PENINSULA SD,Elem,Public,10.20333333,0,315.3333333,65.15333333
VOYAGER MIDDLE SCHOO,MUKILTEO SD,Middle,Public,66.13666667,13.02333333,816.3333333,36.54
W F WEST HIGH SCHOOL,CHEHALIS SD,High,Public,33.18333333,0,242.3333333,36.8
WA HE LUT INDIAN SCH,NORTH THURSTON PS,Comprehensive,Alternative,66.66666667,0,59,12.7
WADE KING ELEMENTARY,BELLINGHAM SD,Elem,Public,21.605,0,180,40.97
WAHLUKE HIGH SCHOOL,WAHLUKE SD,High,Public,74.38333333,39.43666667,120.6666667,26.1
WAHLUKE JUNIOR HIGH,WAHLUKE SD,Middle,Public,85.195,48.955,253.5,32.45
WAITSBURG ELEMENTARY,WAITSBURG SD,Elem,Public,43.12,0,69.66666667,39.94
WALLA WALLA HIGH SCH,WALLA WALLA SD,High,Public,42.11,6.576666667,476.6666667,33.66333333
WALLACE ELEMENTARY,KELSO SD,Elem,Public,86.13666667,8.11,156.3333333,51.04333333
WALNUT GROVE ELEMENT,VANCOUVER SD,Elem,Public,53.76,13.28333333,354.3333333,47.15666667
WALTER STROM MIDDLE,CLE ELUM-ROSLYN SD,Middle,Public,34.48,0,225,32.58
WAPATO HIGH SCHOOL,WAPATO SD,High,Public,86.15333333,19.81333333,215,21.93
WAPATO MIDDLE SCHOOL,WAPATO SD,Middle,Public,86.65666667,19.81666667,770.3333333,25.97333333
WARDEN ELEMENTARY,WARDEN SD,Elem,Public,81.53,35.9,249,31.38333333
WARDEN MIDDLE SCHOOL,WARDEN SD,Middle,Public,75.72666667,23.65,217.6666667,21.63333333
WARREN HUNT ELEM,PUYALLUP SD,Elem,Public,28.69,4.035,442.3333333,56.57333333
WASHINGTON-HOYT,TACOMA SD,Elem,Public,15.49,0,186.3333333,60.23
WASHINGTON ACADEMY O,EAST VALLEY (SPK)SD,Comprehensive,Alternative,23.31,0,252,22.635
WASHINGTON ELEMENTAR,AUBURN SD,Elem,Public,64.66666667,13.58666667,233,44.82333333
WASHINGTON ELEMENTAR,CENTRALIA SD,Elem,Public,76.37333333,6.763333333,355.3333333,37.83666667
WASHINGTON ELEMENTAR,MOUNT VERNON SD,Elem,Public,73.34333333,25.28333333,270.3333333,42.70666667
WASHINGTON ELEMENTAR,SUNNYSIDE SD,Elem,Public,87.42,24.98666667,341.6666667,48.94
WASHINGTON ELEMENTAR,VANCOUVER SD,Elem,Public,86.42333333,19.64666667,176.6666667,36.57
WASHINGTON ELEMENTAR,WENATCHEE SD,Elem,Public,43.12333333,10.09333333,281.3333333,54.23333333
WASHINGTON HIGH SCHO,FRANKLIN PIERCE SD,High,Public,60.82,8.58,245.3333333,24.30333333
WASHINGTON MIDDLE SC,OLYMPIA SD,Middle,Public,13.94333333,1.733333333,750.6666667,49.58
WASHINGTON MIDDLE SC,SEATTLE PS,Middle,Public,40.82,7.186666667,1029.333333,48.35333333
WASHINGTON MIDDLE SC,YAKIMA SD,Middle,Public,95.20333333,32.61333333,716.6666667,32.38
WASHINGTON VIRTUAL A,STEILACOOM HIST. SD,Comprehensive,Alternative,14.26,0,1475.333333,23.42333333
WASHOUGAL HIGH SCHOO,WASHOUGAL SD,High,Public,33.08,0,220,36.36333333
WAVA,MONROE SD,Comprehensive,Alternative,8.87,0,191.3333333,13.37
WAYNE M HENKLE MIDDL,WHITE SALMON VLY SD,Middle,Public,52.29333333,11.00666667,347,22.67666667
WEDGWOOD ELEMENTARY,SEATTLE PS,Elem,Public,12.27333333,0,188,72.00333333
WELLPINIT ELEMENTARY,WELLPINIT SD,Elem,Public,80.73333333,0,75.66666667,21.99
WELLPINIT MIDDLE SCH,WELLPINIT SD,Middle,Public,72.94,0,67,19.03
WENATCHEE HIGH SCHOO,WENATCHEE SD,High,Public,44.88,10.68666667,524,26.30666667
WEST AUBURN SENIOR H,AUBURN SD,High,Alternative,54.76,0,73.66666667,9.83
WEST MERCER ELEMENTA,MERCER ISLAND SD,Elem,Public,3.46,0,346.6666667,50
WEST SEATTLE ELEMENT,SEATTLE PS,Elem,Public,83.76,37.15,147,28.46666667
WEST SEATTLE HIGH SC,SEATTLE PS,High,Public,42.54,9.073333333,273.3333333,32.86333333
WEST VALLEY HIGH SCH,WEST VLY (SPK)SD,High,Public,39.35666667,0,239.3333333,39.73
WEST VALLEY JR HIGH,WEST VLY (YAK)SD,Middle,Public,38.66,0,404,37.42333333
WEST VALLEY MIDDLE S,WEST VLY (YAK)SD,Middle,Public,38.09333333,0,762.3333333,40.28666667
WEST VIEW ELEMENTARY,BURLINGTON SD,Comprehensive,Public,82.83333333,26.64333333,232.3333333,23.42333333
WEST WOODLAND ELEMEN,SEATTLE PS,Elem,Public,11.05,0,189,52.18666667
WESTGATE ELEMENTARY,EDMONDS SD,Elem,Public,25.32666667,6.195,237.6666667,45.41
WESTGATE ELEMENTARY,KENNEWICK SD,Elem,Public,72.27,24.89,225,43.02333333
WESTHILL ELEMENTARY,NORTHSHORE SD,Elem,Public,19.46,5.275,257,43.29666667
WESTWOOD ELEMENTARY,ENUMCLAW SD,Elem,Public,23.5,7.135,207,42.15333333
WEYERHAEUSER ELEMENT,EATONVILLE SD,Elem,Public,36.47,0,219.6666667,53.35
WHATCOM MIDDLE SCHOO,BELLINGHAM SD,Middle,Public,29.91666667,2.09,600,42.01666667
WHITE CENTER HEIGHTS,HIGHLINE SD,Elem,Public,77.36333333,28.08,268.6666667,30.72
WHITE PASS ELEMENTAR,WHITE PASS SD,Elem,Public,65.01666667,0,122,34
WHITE PASS JR. SR. H,WHITE PASS SD,Comprehensive,Public,49.05,0,95.66666667,27.05
WHITE RIVER HIGH SCH,WHITE RIVER SD,High,Public,23.43333333,0,338.6666667,30.29
WHITMAN,TACOMA SD,Elem,Public,69.38,7.983333333,200.6666667,44.30333333
WHITMAN ELEMENTARY,SPOKANE SD,Elem,Public,79.68,7.716666667,289,61.53333333
WHITMAN MIDDLE SCHOO,SEATTLE PS,Middle,Public,26.12333333,3.333333333,920.3333333,38.60666667
WHITNEY ELEMENTARY,YAKIMA SD,Elem,Public,76.99,12.18333333,225,46.86666667
WHITSTRAN ELEMENTARY,PROSSER SD,Elem,Public,77.11333333,34.32,145.6666667,36.06666667
WHITTIER ELEMENTARY,EVERETT SD,Elem,Public,39.22666667,6.9,197,46.5
WHITTIER ELEMENTARY,PASCO SD,Elem,Public,93.88333333,61.71666667,304.6666667,39.50333333
WHITTIER ELEMENTARY,SEATTLE PS,Elem,Public,6.94,0,216.6666667,53.65333333
WIDE HOLLOW ELEMENTA,WEST VLY (YAK)SD,Elem,Public,47.34666667,0,270,50.45666667
WILBUR ELEMENTARY SC,WILBUR SD,Elem,Public,28.92666667,0,69.66666667,50.03666667
WILBUR SECONDARY SCH,WILBUR SD,Comprehensive,Public,46.39666667,0,65.33333333,31.14333333
WILDWOOD ELEMENTARY,FEDERAL WAY SD,Elem,Public,71.57666667,18.25333333,233,51.85333333
WILDWOOD ELEMENTARY,PUYALLUP SD,Elem,Public,38.67666667,4.41,293.6666667,40.06333333
WILEY ELEMENTARY,RICHLAND SD,Elem,Public,14.46666667,0,241.3333333,49.36333333
